Date,Store,Product,Price,Quantity,Total Sales,Audit_Date,Audit_Store,Audit_Product,Audit_Price
2026-04-02,The Little Bull,Chicken,177.78,12.0,2133.36,,,,
2025-04-28,Super Meats,Pork,271.46,1.0,271.46,,,,
2025-06-05,The Little Bull,Chicken,173.01,4.0,692.04,,,,
2026-02-22,North Butcher,Chicken,215.46,8.0,1723.68,,,,
2026-01-19,North Butcher,Sausage,184.18,1.0,184.18,,,,
2025-07-05,Unknown,Ribs,147.23,10.0,1472.3,,Unknown,,
2025-05-06,The Little Bull,Beef,131.98,18.0,2375.64,,,,
2026-01-03,Fine Cuts MX,Ribs,136.29,2.0,272.58,,,,
2025-06-04,Fine Cuts MX,Ribs,100.01,,,,,,
2026-02-22,Fine Cuts MX,Chicken,222.16,2.0,444.32,,,,
2025-06-21,Happy Cow,Unknown,39.68,15.0,595.2,,,Unknown,
2025-08-27,Super Meats,Chicken,150.62,10.0,1506.2,,,,
2025-06-21,North Butcher,Chicken,293.42,14.0,4107.88,,,,
2025-09-15,Happy Cow,Chicken,156.66,13.0,2036.58,,,,
2026-03-03,The Little Bull,Beef,143.39,16.0,2294.24,,,,
2026-04-25,Unknown,Skirt Steak,193.68,18.0,3486.24,,Unknown,,
2025-08-17,Super Meats,Pork,125.14,13.0,1626.82,,,,
2026-02-17,The Little Bull,Skirt Steak,209.34,14.0,2930.76,,,,
2025-09-14,Happy Cow,Skirt Steak,221.82,12.0,2661.84,,,,
2025-11-06,North Butcher,Beef,51.5,15.0,772.5,,,,
2025-08-28,The Little Bull,Skirt Steak,189.18,3.0,567.54,,,,
2026-04-17,North Butcher,Chicken,151.24,8.0,1209.92,,,,
2025-06-28,Fine Cuts MX,Ribs,134.98,5.0,674.9,,,,
2025-06-08,North Butcher,Sausage,42.38,13.0,550.94,,,,
2025-10-07,The Little Bull,Ribs,193.82,8.0,1550.56,,,,
2026-03-28,Super Meats,Pork,148.42,16.0,2374.72,,,,
2025-11-23,Happy Cow,Skirt Steak,163.74,1.0,163.74,,,,
2025-09-02,Super Meats,Chicken,143.95,6.0,863.7,,,,
2026-02-16,Happy Cow,Sausage,49.66,1.0,49.66,,,,
2025-05-26,Super Meats,Beef,236.6,13.0,3075.8,,,,
2026-02-21,North Butcher,Skirt Steak,185.14,19.0,3517.66,,,,
2025-05-05,Happy Cow,Pork,90.91,15.0,1363.65,,,,
2025-04-26,Happy Cow,Chicken,172.47,19.0,3276.93,,,,
2025-10-20,Fine Cuts MX,Ribs,59.67,11.0,656.37,,,,
2025-10-21,Happy Cow,Pork,159.78,19.0,3035.82,,,,
2026-01-30,Super Meats,Pork,112.46,11.0,1237.06,,,,
2025-06-26,North Butcher,Pork,147.76,6.0,886.56,,,,
2026-02-11,Happy Cow,Ribs,228.65,17.0,3887.05,,,,
2025-11-06,Super Meats,Pork,69.56,8.0,556.48,,,,
2025-05-06,Happy Cow,Ribs,200.54,12.0,2406.48,,,,
2026-02-05,Fine Cuts MX,Skirt Steak,187.45,14.0,2624.3,,,,
2025-06-06,Super Meats,Beef,181.34,7.0,1269.38,,,,
2026-01-21,Super Meats,Ribs,159.32,9.0,1433.88,,,,
2026-01-23,Happy Cow,Skirt Steak,171.42,19.0,3256.98,,,,
2025-06-12,Super Meats,Chicken,153.86,3.0,461.58,,,,
2025-05-04,Happy Cow,Ribs,,13.0,,,,,Missing Price
2025-08-27,Super Meats,Beef,109.46,6.0,656.76,,,,
2025-06-26,North Butcher,Beef,260.92,7.0,1826.44,,,,
2025-10-23,North Butcher,Ribs,146.13,7.0,1022.91,,,,
2026-01-20,Super Meats,Unknown,90.24,1.0,90.24,,,Unknown,
2026-02-03,Happy Cow,Skirt Steak,175.3,11.0,1928.3,,,,
2025-08-19,The Little Bull,Skirt Steak,113.59,7.0,795.13,,,,
2025-08-26,North Butcher,Sausage,57.7,19.0,1096.3,,,,
2025-12-17,Super Meats,Pork,195.99,11.0,2155.89,,,,
2026-02-22,Fine Cuts MX,Sausage,71.15,16.0,1138.4,,,,
2026-04-13,Happy Cow,Ribs,109.86,4.0,439.44,,,,
2025-05-31,The Little Bull,Pork,133.57,9.0,1202.13,,,,
2025-12-14,The Little Bull,Beef,51.2,11.0,563.2,,,,
2025-09-20,North Butcher,Chicken,80.4,7.0,562.8,,,,
2025-10-05,The Little Bull,Unknown,99.45,13.0,1292.85,,,Unknown,
2026-04-25,The Little Bull,Sausage,142.89,18.0,2572.02,,,,
2025-07-30,Happy Cow,Pork,220.36,10.0,2203.6,,,,
2025-06-30,Fine Cuts MX,Ribs,192.21,12.0,2306.52,,,,
2025-08-10,Fine Cuts MX,Sausage,138.28,5.0,691.4,,,,
2025-05-02,Happy Cow,Pork,190.37,11.0,2094.07,,,,
2026-04-23,North Butcher,Pork,122.03,16.0,1952.48,,,,
2025-12-26,Happy Cow,Sausage,138.33,17.0,2351.61,,,,
2026-01-22,North Butcher,Pork,147.96,5.0,739.8,,,,
2026-01-31,The Little Bull,Unknown,72.78,7.0,509.46,,,Unknown,
2026-04-13,Happy Cow,Beef,156.61,15.0,2349.15,,,,
2025-11-15,North Butcher,Pork,177.75,12.0,2133.0,,,,
2026-02-04,The Little Bull,Skirt Steak,77.57,19.0,1473.83,,,,
,The Little Bull,Chicken,144.18,19.0,2739.42,Missing Date,,,
2025-08-14,Happy Cow,Pork,80.38,16.0,1286.08,,,,
2026-04-09,Super Meats,Ribs,177.35,7.0,1241.45,,,,
2025-08-30,Fine Cuts MX,Chicken,153.44,9.0,1380.96,,,,
2025-12-22,Super Meats,Sausage,121.78,18.0,2192.04,,,,
2026-03-22,The Little Bull,Pork,152.61,9.0,1373.49,,,,
,The Little Bull,Beef,96.97,6.0,581.82,Missing Date,,,
2025-09-03,North Butcher,Sausage,133.31,14.0,1866.34,,,,
2025-09-28,Super Meats,Sausage,99.39,19.0,1888.41,,,,
2025-06-28,North Butcher,Beef,99.73,16.0,1595.68,,,,
2025-10-25,Super Meats,Ribs,206.71,18.0,3720.78,,,,
2025-09-09,The Little Bull,Pork,79.8,12.0,957.6,,,,
2025-08-18,Super Meats,Beef,282.25,11.0,3104.75,,,,
2026-02-04,North Butcher,Sausage,155.62,13.0,2023.06,,,,
2026-02-22,Happy Cow,Pork,152.28,19.0,2893.32,,,,
,Fine Cuts MX,Beef,191.29,17.0,3251.93,Missing Date,,,
2026-03-14,The Little Bull,Beef,122.47,6.0,734.82,,,,
2025-11-21,Super Meats,Skirt Steak,253.88,16.0,4062.08,,,,
2025-09-07,Happy Cow,Pork,175.43,8.0,1403.44,,,,
,Super Meats,Pork,231.53,6.0,1389.18,Missing Date,,,
2025-05-14,North Butcher,Sausage,18.65,13.0,242.45,,,,
2025-08-18,Super Meats,Sausage,123.93,1.0,123.93,,,,
2025-09-12,Super Meats,Pork,96.83,19.0,1839.77,,,,
2025-09-04,Super Meats,Ribs,114.29,7.0,800.03,,,,
2025-09-27,Super Meats,Beef,193.97,13.0,2521.61,,,,
2026-02-05,Happy Cow,Beef,96.13,8.0,769.04,,,,
2025-06-30,The Little Bull,Pork,130.09,17.0,2211.53,,,,
,Fine Cuts MX,Skirt Steak,119.4,18.0,2149.2,Missing Date,,,
2025-04-29,Fine Cuts MX,Chicken,134.27,11.0,1476.97,,,,
2025-09-07,Happy Cow,Skirt Steak,140.09,3.0,420.27,,,,
2025-11-15,Super Meats,Sausage,105.53,13.0,1371.89,,,,
2025-08-12,Super Meats,Beef,218.91,13.0,2845.83,,,,
2026-02-25,Unknown,Beef,64.59,19.0,1227.21,,Unknown,,
2025-05-01,Happy Cow,Ribs,190.91,19.0,3627.29,,,,
2025-06-16,Fine Cuts MX,Sausage,130.83,8.0,1046.64,,,,
2025-04-27,Super Meats,Sausage,129.83,13.0,1687.79,,,,
2026-01-25,Happy Cow,Skirt Steak,113.75,7.0,796.25,,,,
2025-09-30,Super Meats,Chicken,160.0,18.0,2880.0,,,,
2025-12-23,Fine Cuts MX,Skirt Steak,216.85,9.0,1951.65,,,,
2025-07-09,Fine Cuts MX,Chicken,209.13,15.0,3136.95,,,,
2026-01-25,The Little Bull,Skirt Steak,265.18,18.0,4773.24,,,,
2025-09-23,Fine Cuts MX,Skirt Steak,76.03,4.0,304.12,,,,
2025-06-08,Fine Cuts MX,Skirt Steak,182.47,16.0,2919.52,,,,
2025-08-17,Super Meats,Skirt Steak,131.8,11.0,1449.8,,,,
2025-09-13,The Little Bull,Ribs,150.01,12.0,1800.12,,,,
2025-10-26,Super Meats,Pork,207.53,9.0,1867.77,,,,
2026-04-20,Fine Cuts MX,Pork,129.24,14.0,1809.36,,,,
2025-08-17,North Butcher,Sausage,141.41,12.0,1696.92,,,,
2025-06-06,Super Meats,Pork,141.4,13.0,1838.2,,,,
2026-03-08,North Butcher,Skirt Steak,109.27,3.0,327.81,,,,
2025-10-14,The Little Bull,Pork,219.22,5.0,1096.1,,,,
2025-10-05,Super Meats,Skirt Steak,108.34,16.0,1733.44,,,,
,Happy Cow,Ribs,118.09,15.0,1771.35,Missing Date,,,
2025-10-05,Happy Cow,Skirt Steak,168.5,17.0,2864.5,,,,
2025-12-30,Super Meats,Sausage,135.4,16.0,2166.4,,,,
2025-07-08,Happy Cow,Ribs,127.3,13.0,1654.9,,,,
2025-10-23,Happy Cow,Beef,121.75,18.0,2191.5,,,,
2025-06-12,Super Meats,Unknown,171.16,17.0,2909.72,,,Unknown,
2026-02-25,North Butcher,Chicken,109.91,33.0,3627.03,,,,
2025-08-10,The Little Bull,Unknown,97.0,19.0,1843.0,,,Unknown,
2025-04-25,The Little Bull,Chicken,210.15,8.0,1681.2,,,,
2025-08-18,The Little Bull,Ribs,188.77,7.0,1321.39,,,,
2025-11-03,Happy Cow,Unknown,192.28,4.0,769.12,,,Unknown,
2026-02-22,Super Meats,Skirt Steak,207.56,13.0,2698.28,,,,
2025-11-12,The Little Bull,Ribs,209.59,12.0,2515.08,,,,
2026-04-25,Unknown,Ribs,145.81,10.0,1458.1,,Unknown,,
2025-08-26,Happy Cow,Skirt Steak,154.56,17.0,2627.52,,,,
2025-08-01,Happy Cow,Skirt Steak,240.33,3.0,720.99,,,,
2026-04-04,Fine Cuts MX,Ribs,173.65,17.0,2952.05,,,,
2025-06-27,The Little Bull,Skirt Steak,196.87,18.0,3543.66,,,,
2025-06-08,The Little Bull,Pork,203.26,8.0,1626.08,,,,
2026-01-28,Happy Cow,Sausage,222.63,13.0,2894.19,,,,
2026-03-05,Super Meats,Pork,98.87,17.0,1680.79,,,,
2025-10-25,Super Meats,Pork,134.85,15.0,2022.75,,,,
2026-02-01,Fine Cuts MX,Skirt Steak,13.89,6.0,83.34,,,,
2025-12-24,The Little Bull,Chicken,197.13,2.0,394.26,,,,
2025-08-27,Happy Cow,Pork,72.33,3.0,216.99,,,,
,Super Meats,Pork,237.29,17.0,4033.93,Missing Date,,,
2025-11-19,Happy Cow,Pork,210.99,17.0,3586.83,,,,
,Fine Cuts MX,Unknown,189.8,16.0,3036.8,Missing Date,,Unknown,
2026-04-18,Fine Cuts MX,Sausage,146.67,2.0,293.34,,,,
2026-01-05,Fine Cuts MX,Skirt Steak,157.47,1.0,157.47,,,,
2026-02-22,Fine Cuts MX,Pork,135.58,4.0,542.32,,,,
2025-12-15,North Butcher,Skirt Steak,221.44,10.0,2214.4,,,,
2025-05-21,Super Meats,Sausage,76.29,6.0,457.74,,,,
2025-12-17,The Little Bull,Pork,107.93,17.0,1834.81,,,,
2025-11-15,Happy Cow,Pork,196.69,13.0,2556.97,,,,
2025-09-19,Fine Cuts MX,Sausage,158.31,2.0,316.62,,,,
2026-01-21,Fine Cuts MX,Unknown,166.1,8.0,1328.8,,,Unknown,
2025-12-21,Happy Cow,Skirt Steak,164.42,14.0,2301.88,,,,
2026-03-18,Fine Cuts MX,Skirt Steak,121.87,10.0,1218.7,,,,
2026-03-22,Fine Cuts MX,Chicken,200.09,6.0,1200.54,,,,
2025-04-28,North Butcher,Skirt Steak,125.12,17.0,2127.04,,,,
2025-06-08,Super Meats,Chicken,161.77,3.0,485.31,,,,
2026-01-21,Happy Cow,Beef,83.71,11.0,920.81,,,,
2025-06-06,Super Meats,Chicken,113.89,16.0,1822.24,,,,
2025-09-07,Happy Cow,Beef,134.4,6.0,806.4,,,,
,Unknown,Beef,164.43,18.0,2959.74,Missing Date,Unknown,,
2025-05-08,Happy Cow,Beef,109.76,19.0,2085.44,,,,
2025-12-28,Super Meats,Chicken,154.25,16.0,2468.0,,,,
2026-04-05,The Little Bull,Ribs,150.39,1.0,150.39,,,,
2026-02-15,The Little Bull,Sausage,133.72,17.0,2273.24,,,,
2025-12-26,Happy Cow,Pork,118.04,15.0,1770.6,,,,
2026-03-25,Fine Cuts MX,Pork,105.46,14.0,1476.44,,,,
2025-12-29,North Butcher,Beef,105.36,17.0,1791.12,,,,
2025-05-14,Super Meats,Chicken,175.68,9.0,1581.12,,,,
2025-08-27,Super Meats,Ribs,107.18,18.0,1929.24,,,,
,North Butcher,Chicken,154.88,13.0,2013.44,Missing Date,,,
2026-01-22,The Little Bull,Chicken,130.86,13.0,1701.18,,,,
2026-02-05,North Butcher,Sausage,143.81,5.0,719.05,,,,
2026-03-12,The Little Bull,Chicken,215.74,3.0,647.22,,,,
2025-12-21,Fine Cuts MX,Beef,121.72,2.0,243.44,,,,
2025-12-03,North Butcher,Pork,185.97,18.0,3347.46,,,,
2026-03-31,Super Meats,Skirt Steak,177.11,14.0,2479.54,,,,
2025-12-09,Unknown,Pork,206.97,4.0,827.88,,Unknown,,
2026-02-04,Fine Cuts MX,Sausage,170.9,1.0,170.9,,,,
2026-01-02,Super Meats,Skirt Steak,198.94,16.0,3183.04,,,,
2025-11-28,The Little Bull,Chicken,81.41,17.0,1383.97,,,,
2026-04-16,Super Meats,Sausage,35.09,18.0,631.62,,,,
2025-09-02,Fine Cuts MX,Chicken,124.07,1.0,124.07,,,,
2026-01-10,North Butcher,Pork,114.91,9.0,1034.19,,,,
2025-07-28,Happy Cow,Ribs,138.14,1.0,138.14,,,,
2026-01-16,The Little Bull,Ribs,149.65,9.0,1346.85,,,,
2025-08-05,Fine Cuts MX,Ribs,139.22,18.0,2505.96,,,,
2025-12-17,Happy Cow,Beef,165.98,10.0,1659.8,,,,
2025-09-01,Fine Cuts MX,Pork,232.68,16.0,3722.88,,,,
2025-10-03,Super Meats,Ribs,160.43,4.0,641.72,,,,
2025-06-25,Happy Cow,Chicken,142.02,15.0,2130.3,,,,
2026-04-05,Super Meats,Ribs,137.98,5.0,689.9,,,,
2025-07-11,The Little Bull,Sausage,66.51,14.0,931.14,,,,
2025-09-25,Super Meats,Pork,40.19,10.0,401.9,,,,
2025-05-22,North Butcher,Sausage,141.89,12.0,1702.68,,,,
2025-12-02,North Butcher,Chicken,207.56,3.0,622.68,,,,
2025-04-30,Happy Cow,Sausage,139.05,7.0,973.35,,,,
2025-11-29,Fine Cuts MX,Chicken,131.52,16.0,2104.32,,,,
2025-06-29,North Butcher,Pork,147.92,7.0,1035.44,,,,
2025-06-19,The Little Bull,Chicken,179.3,11.0,1972.3,,,,
2025-11-15,The Little Bull,Unknown,113.16,1.0,113.16,,,Unknown,
2026-03-17,Fine Cuts MX,Pork,105.79,12.0,1269.48,,,,
2025-10-11,Super Meats,Ribs,20.58,14.0,288.12,,,,
2025-10-05,Fine Cuts MX,Ribs,133.18,15.0,1997.7,,,,
2026-02-25,Happy Cow,Beef,170.86,14.0,2392.04,,,,
2025-07-07,North Butcher,Sausage,118.33,2.0,236.66,,,,
,Fine Cuts MX,Chicken,170.11,14.0,2381.54,Missing Date,,,
2025-09-03,The Little Bull,Ribs,141.22,18.0,2541.96,,,,
2026-02-07,Super Meats,Ribs,67.72,7.0,474.04,,,,
2025-11-24,Fine Cuts MX,Ribs,225.28,11.0,2478.08,,,,
2025-07-16,North Butcher,Ribs,92.16,3.0,276.48,,,,
2025-09-07,Fine Cuts MX,Pork,196.19,5.0,980.95,,,,
2025-11-25,Super Meats,Chicken,157.76,8.0,1262.08,,,,
2025-10-23,Happy Cow,Chicken,58.28,8.0,466.24,,,,
2025-05-07,Unknown,Chicken,95.67,10.0,956.7,,Unknown,,
2025-12-19,The Little Bull,Ribs,105.19,14.0,1472.66,,,,
2026-03-12,Super Meats,Pork,156.46,19.0,2972.74,,,,
2025-08-05,The Little Bull,Ribs,141.18,10.0,1411.8,,,,
2026-03-03,Super Meats,Sausage,167.38,5.0,836.9,,,,
2025-09-02,Super Meats,Ribs,154.33,10.0,1543.3,,,,
2026-03-11,Happy Cow,Chicken,205.81,12.0,2469.72,,,,
2026-03-04,Super Meats,Beef,225.4,11.0,2479.4,,,,
2025-10-04,Super Meats,Sausage,120.44,4.0,481.76,,,,
2025-08-08,Super Meats,Ribs,188.16,14.0,2634.24,,,,
2025-12-19,Fine Cuts MX,Beef,132.42,7.0,926.94,,,,
2025-12-01,Super Meats,Beef,164.77,9.0,1482.93,,,,
2026-02-26,North Butcher,Skirt Steak,148.51,12.0,1782.12,,,,
2025-05-01,Super Meats,Chicken,122.69,6.0,736.14,,,,
2026-04-12,Super Meats,Skirt Steak,106.83,8.0,854.64,,,,
2025-11-26,Happy Cow,Chicken,148.44,7.0,1039.08,,,,
2026-01-29,The Little Bull,Unknown,181.67,10.0,1816.7,,,Unknown,
2025-06-29,Happy Cow,Ribs,146.05,2.0,292.1,,,,
2025-11-17,Super Meats,Sausage,121.04,2.0,242.08,,,,
2025-09-07,North Butcher,Skirt Steak,214.51,8.0,1716.08,,,,
2025-05-08,The Little Bull,Beef,85.48,10.0,854.8,,,,
2025-06-10,The Little Bull,Chicken,159.3,1.0,159.3,,,,
2026-03-11,Super Meats,Sausage,203.03,4.0,812.12,,,,
2025-05-21,The Little Bull,Skirt Steak,104.11,16.0,1665.76,,,,
2025-11-24,North Butcher,Unknown,117.72,8.0,941.76,,,Unknown,
2025-06-16,The Little Bull,Ribs,96.82,8.0,774.56,,,,
2026-01-30,Fine Cuts MX,Ribs,115.28,12.0,1383.36,,,,
2025-12-02,North Butcher,Sausage,206.56,12.0,2478.72,,,,
2026-03-21,Fine Cuts MX,Beef,155.15,12.0,1861.8,,,,
2025-09-11,Happy Cow,Skirt Steak,124.94,5.0,624.7,,,,
2026-03-04,North Butcher,Beef,221.33,13.0,2877.29,,,,
2026-04-08,The Little Bull,Pork,145.84,7.0,1020.88,,,,
2025-11-19,North Butcher,Skirt Steak,210.59,15.0,3158.85,,,,
2025-10-12,North Butcher,Beef,73.12,5.0,365.6,,,,
2025-09-25,The Little Bull,Beef,142.75,13.0,1855.75,,,,
2025-05-16,Fine Cuts MX,Sausage,130.58,16.0,2089.28,,,,
2025-07-26,Fine Cuts MX,Sausage,147.06,5.0,735.3,,,,
2026-01-05,The Little Bull,Sausage,124.75,9.0,1122.75,,,,
2025-12-31,The Little Bull,Beef,206.98,5.0,1034.9,,,,
2025-06-02,Super Meats,Chicken,130.63,7.0,914.41,,,,
2025-11-23,Fine Cuts MX,Beef,177.93,4.0,711.72,,,,
2025-05-31,Happy Cow,Skirt Steak,141.29,9.0,1271.61,,,,
2025-05-27,The Little Bull,Skirt Steak,179.77,6.0,1078.62,,,,
2025-11-04,Happy Cow,Ribs,120.51,19.0,2289.69,,,,
2026-02-27,Happy Cow,Beef,99.71,2.0,199.42,,,,
2026-04-10,North Butcher,Pork,64.53,18.0,1161.54,,,,
2025-08-10,The Little Bull,Ribs,85.71,14.0,1199.94,,,,
2025-12-06,Super Meats,Sausage,193.69,13.0,2517.97,,,,
2025-10-18,Super Meats,Sausage,105.88,17.0,1799.96,,,,
2026-03-26,Happy Cow,Chicken,78.82,3.0,236.46,,,,
2026-01-16,The Little Bull,Pork,181.81,2.0,363.62,,,,
,Happy Cow,Pork,68.82,15.0,1032.3,Missing Date,,,
2025-07-07,Happy Cow,Ribs,153.33,17.0,2606.61,,,,
2025-05-06,North Butcher,Beef,14.34,15.0,215.1,,,,
2025-12-17,The Little Bull,Skirt Steak,142.47,4.0,569.88,,,,
2026-04-16,North Butcher,Chicken,166.12,18.0,2990.16,,,,
2026-02-08,Happy Cow,Beef,154.31,4.0,617.24,,,,
2025-12-06,North Butcher,Skirt Steak,112.65,15.0,1689.75,,,,
2025-06-23,North Butcher,Sausage,153.57,5.0,767.85,,,,
2026-03-09,Super Meats,Ribs,22.53,18.0,405.54,,,,
2025-06-02,North Butcher,Sausage,116.44,10.0,1164.4,,,,
2025-12-24,The Little Bull,Chicken,68.47,19.0,1300.93,,,,
2026-03-14,Super Meats,Chicken,133.46,17.0,2268.82,,,,
2025-12-10,Fine Cuts MX,Chicken,167.97,4.0,671.88,,,,
2025-10-24,Super Meats,Pork,211.66,11.0,2328.26,,,,
2025-06-20,Super Meats,Skirt Steak,248.67,10.0,2486.7,,,,
2025-10-28,Fine Cuts MX,Chicken,146.7,16.0,2347.2,,,,
,Fine Cuts MX,Chicken,224.79,6.0,1348.74,Missing Date,,,
2026-02-23,Super Meats,Chicken,162.18,6.0,973.08,,,,
2025-07-14,The Little Bull,Pork,95.49,1.0,95.49,,,,
,Fine Cuts MX,Beef,110.31,3.0,330.93,Missing Date,,,
2025-05-09,Super Meats,Skirt Steak,157.47,13.0,2047.11,,,,
2026-03-02,The Little Bull,Skirt Steak,123.1,13.0,1600.3,,,,
2025-10-21,The Little Bull,Beef,179.46,7.0,1256.22,,,,
2026-01-08,Unknown,Pork,242.83,16.999999999999996,4128.11,,Unknown,,
2025-10-07,The Little Bull,Sausage,125.91,7.0,881.37,,,,
2025-09-12,Happy Cow,Pork,149.72,9.0,1347.48,,,,
2025-10-18,The Little Bull,Chicken,208.93,5.0,1044.65,,,,
2025-10-22,Super Meats,Sausage,71.46,11.0,786.06,,,,
2025-06-20,Happy Cow,Sausage,146.88,3.0,440.64,,,,
2026-02-17,North Butcher,Skirt Steak,141.12,12.0,1693.44,,,,
2025-07-19,The Little Bull,Sausage,109.14,7.0,763.98,,,,
,Super Meats,Skirt Steak,188.79,14.0,2643.06,Missing Date,,,
2026-02-11,Happy Cow,Sausage,192.85,18.0,3471.3,,,,
2025-05-07,Happy Cow,Unknown,167.75,2.0,335.5,,,Unknown,
2026-04-22,Happy Cow,Pork,36.94,9.0,332.46,,,,
2025-08-24,North Butcher,Sausage,104.89,3.0,314.67,,,,
2026-01-21,Fine Cuts MX,Beef,194.03,12.0,2328.36,,,,
2026-03-15,Super Meats,Ribs,174.8,16.0,2796.8,,,,
2025-08-25,Happy Cow,Beef,143.39,1.0,143.39,,,,
2025-10-07,Fine Cuts MX,Sausage,123.81,10.0,1238.1,,,,
2025-12-07,Super Meats,Skirt Steak,83.95,12.0,1007.4,,,,
2025-11-17,North Butcher,Beef,43.82,9.0,394.38,,,,
2025-07-06,Happy Cow,Skirt Steak,163.11,6.0,978.66,,,,
2025-09-21,Super Meats,Chicken,119.5,19.0,2270.5,,,,
,The Little Bull,Chicken,75.8,10.0,758.0,Missing Date,,,
2026-03-20,Fine Cuts MX,Pork,139.58,16.0,2233.28,,,,
2026-02-14,North Butcher,Chicken,100.37,19.0,1907.03,,,,
2025-08-30,Happy Cow,Ribs,196.7,13.0,2557.1,,,,
2025-07-28,North Butcher,Ribs,118.5,8.0,948.0,,,,
2025-06-04,Unknown,Chicken,186.6,12.0,2239.2,,Unknown,,
2025-07-22,Super Meats,Ribs,95.33,17.0,1620.61,,,,
2025-05-28,Happy Cow,Sausage,174.91,13.0,2273.83,,,,
2025-11-29,Happy Cow,Skirt Steak,202.33,15.0,3034.95,,,,
2026-02-11,Fine Cuts MX,Pork,188.01,12.0,2256.12,,,,
2025-12-18,The Little Bull,Sausage,204.2,10.0,2042.0,,,,
2025-09-17,Fine Cuts MX,Pork,156.53,7.0,1095.71,,,,
2026-02-13,Fine Cuts MX,Skirt Steak,64.57,82.0,5294.74,,,,
2025-08-08,The Little Bull,Beef,59.57,6.0,357.42,,,,
2026-03-16,The Little Bull,Pork,127.46,2.0,254.92,,,,
2025-11-20,Happy Cow,Pork,170.21,14.0,2382.94,,,,
2025-06-06,Fine Cuts MX,Sausage,185.79,15.0,2786.85,,,,
2026-02-14,North Butcher,Skirt Steak,242.95,18.0,4373.1,,,,
2025-08-29,Happy Cow,Ribs,199.11,6.0,1194.66,,,,
2026-03-15,Unknown,Beef,55.18,15.0,827.7,,Unknown,,
2025-08-09,Fine Cuts MX,Skirt Steak,149.62,18.0,2693.16,,,,
2025-08-06,Super Meats,Skirt Steak,132.27,2.0,264.54,,,,
2025-08-06,The Little Bull,Pork,281.57,5.0,1407.85,,,,
2026-02-25,Happy Cow,Chicken,171.28,13.0,2226.64,,,,
,Fine Cuts MX,Chicken,205.4,10.0,2054.0,Missing Date,,,
2025-07-04,The Little Bull,Skirt Steak,208.44,15.0,3126.6,,,,
2025-12-16,Happy Cow,Sausage,129.38,19.0,2458.22,,,,
2026-01-18,Super Meats,Ribs,80.14,4.0,320.56,,,,
2025-10-23,The Little Bull,Sausage,188.17,6.0,1129.02,,,,
2025-07-23,Happy Cow,Ribs,175.57,11.0,1931.27,,,,
2025-06-28,Fine Cuts MX,Chicken,298.16,7.0,2087.12,,,,
2026-01-17,Happy Cow,Ribs,203.78,3.0,611.34,,,,
2025-06-14,Super Meats,Sausage,157.07,10.0,1570.7,,,,
2025-12-06,Happy Cow,Skirt Steak,116.78,6.0,700.68,,,,
2026-01-03,North Butcher,Skirt Steak,163.1,17.0,2772.7,,,,
2025-05-15,North Butcher,Beef,52.52,3.0,157.56,,,,
,North Butcher,Beef,206.24,6.0,1237.44,Missing Date,,,
2025-08-02,The Little Bull,Chicken,213.27,5.0,1066.35,,,,
2025-07-14,Happy Cow,Beef,155.12,15.0,2326.8,,,,
2026-01-16,Happy Cow,Beef,125.86,11.0,1384.46,,,,
2026-02-10,Happy Cow,Skirt Steak,122.35,6.0,734.1,,,,
2025-05-09,Unknown,Pork,184.79,8.0,1478.32,,Unknown,,
2026-02-14,North Butcher,Skirt Steak,90.13,8.0,721.04,,,,
2025-12-13,Super Meats,Sausage,109.53,16.0,1752.48,,,,
2026-01-02,The Little Bull,Beef,191.46,4.0,765.84,,,,
2026-03-01,North Butcher,Skirt Steak,196.14,7.0,1372.98,,,,
2025-11-06,Super Meats,Sausage,213.38,1.0,213.38,,,,
2025-06-14,Super Meats,Pork,209.43,5.0,1047.15,,,,
2025-10-25,Unknown,Skirt Steak,242.47,9.0,2182.23,,Unknown,,
2025-05-27,The Little Bull,Chicken,192.5,1.0,192.5,,,,
2025-12-01,North Butcher,Beef,170.88,3.0,512.64,,,,
2025-11-15,Super Meats,Chicken,203.37,5.0,1016.85,,,,
2025-12-05,Fine Cuts MX,Pork,181.55,11.0,1997.05,,,,
2025-11-13,The Little Bull,Beef,118.33,13.0,1538.29,,,,
2025-10-16,Fine Cuts MX,Sausage,171.03,4.0,684.12,,,,
2026-01-22,The Little Bull,Skirt Steak,121.1,17.0,2058.7,,,,
2026-01-05,Happy Cow,Ribs,56.05,1.0,56.05,,,,
2025-08-21,Happy Cow,Pork,196.55,11.0,2162.05,,,,
2026-04-20,North Butcher,Ribs,142.07,12.0,1704.84,,,,
2026-02-23,North Butcher,Beef,212.62,5.0,1063.1,,,,
2026-01-12,The Little Bull,Sausage,83.74,18.0,1507.32,,,,
2026-01-20,The Little Bull,Skirt Steak,177.2,13.0,2303.6,,,,
2026-02-02,The Little Bull,Beef,121.33,16.0,1941.28,,,,
2025-12-24,North Butcher,Ribs,136.18,19.0,2587.42,,,,
2026-01-16,Happy Cow,Beef,125.61,9.0,1130.49,,,,
2025-09-15,The Little Bull,Sausage,203.72,4.0,814.88,,,,
2025-05-22,Fine Cuts MX,Skirt Steak,198.63,19.0,3773.97,,,,
2025-12-15,North Butcher,Skirt Steak,144.47,60.00000000000001,8668.2,,,,
