Date,Store,Product,Price,Quantity,Total Sales,Audit Notes
2026-01-19,North Butcher,Sausage,$184.18,1,$184.18,
2025-07-05,Unknown,Ribs,$147.23,10,$1472.30,
2025-05-06,The Little Bull,Beef,$131.98,18,$2375.64,
2026-01-03,Fine Cuts Mx,Ribs,$136.29,2,$272.58,
2025-06-04,Fine Cuts Mx,Ribs,$100.01,,,
2026-02-22,Fine Cuts Mx,Chicken,$222.16,2,$444.32,
2025-06-21,Happy Cow,Unknown,$39.68,15,$595.20,
2025-08-27,Super Meats,Chicken,$150.62,10,$1506.20,
2025-06-21,North Butcher,Chicken,$293.42,14,$4107.88,
2025-09-15,Happy Cow,Chicken,$156.66,13,$2036.58,
2026-03-03,The Little Bull,Beef,$143.39,16,$2294.24,
2026-04-25,Unknown,Skirt Steak,$193.68,18,$3486.24,
2025-08-17,Super Meats,Pork,$125.14,13,$1626.82,
2026-02-17,The Little Bull,Skirt Steak,$209.34,14,$2930.76,
2025-09-14,Happy Cow,Skirt Steak,$221.82,12,$2661.84,
2025-11-06,North Butcher,Beef,$51.50,15,$772.50,
2025-08-28,The Little Bull,Skirt Steak,$189.18,3,$567.54,
2026-04-17,North Butcher,Chicken,$151.24,8,$1209.92,
2025-06-28,Fine Cuts Mx,Ribs,$134.98,5,$674.90,
2025-06-08,North Butcher,Sausage,$42.38,13,$550.94,
2025-10-07,The Little Bull,Ribs,$193.82,8,$1550.56,
2026-03-28,Super Meats,Pork,$148.42,16,$2374.72,
2025-11-23,Happy Cow,Skirt Steak,$163.74,1,$163.74,
2025-09-02,Super Meats,Chicken,$143.95,6,$863.70,
2026-02-16,Happy Cow,Sausage,$49.66,1,$49.66,
2025-05-26,Super Meats,Beef,$236.60,13,$3075.80,
2026-02-21,North Butcher,Skirt Steak,$185.14,19,$3517.66,
2025-05-05,Happy Cow,Pork,$90.91,15,$1363.65,
2025-04-26,Happy Cow,Chicken,$172.47,19,$3276.93,
2025-10-20,Fine Cuts Mx,Ribs,$59.67,11,$656.37,
2025-10-21,Happy Cow,Pork,$159.78,19,$3035.82,
2026-01-30,Super Meats,Pork,$112.46,11,$1237.06,
2025-06-26,North Butcher,Pork,$147.76,6,$886.56,
2026-02-11,Happy Cow,Ribs,$228.65,17,$3887.05,
2025-11-06,Super Meats,Pork,$69.56,8,$556.48,
2025-05-06,Happy Cow,Ribs,$200.54,12,$2406.48,
2026-02-05,Fine Cuts Mx,Skirt Steak,$187.45,14,$2624.30,
2025-06-06,Super Meats,Beef,$181.34,7,$1269.38,
2026-01-21,Super Meats,Ribs,$159.32,9,$1433.88,
2026-01-23,Happy Cow,Skirt Steak,$171.42,19,$3256.98,
2025-06-12,Super Meats,Chicken,$153.86,3,$461.58,
2025-05-04,Happy Cow,Ribs,,13,,
2025-08-27,Super Meats,Beef,$109.46,6,$656.76,
2025-06-26,North Butcher,Beef,$260.92,7,$1826.44,
2025-10-23,North Butcher,Ribs,$146.13,7,$1022.91,
2026-01-20,Super Meats,Unknown,$90.24,1,$90.24,
2026-02-03,Happy Cow,Skirt Steak,$175.30,11,$1928.30,
2025-08-19,The Little Bull,Skirt Steak,$113.59,7,$795.13,
2025-08-26,North Butcher,Sausage,$57.70,,$1096.30,
2025-12-17,Super Meats,Pork,$195.99,11,$2155.89,
2026-02-22,Fine Cuts Mx,Sausage,$71.15,16,$1138.40,
2026-04-13,Happy Cow,Ribs,$109.86,4,$439.44,
2025-05-31,The Little Bull,Pork,$133.57,9,$1202.13,
2025-12-14,The Little Bull,Beef,$51.20,11,$563.20,
2025-09-20,North Butcher,Chicken,$80.40,7,$562.80,
2025-10-05,The Little Bull,Unknown,$99.45,13,$1292.85,
2026-04-25,The Little Bull,Sausage,$142.89,18,$2572.02,
2025-07-30,Happy Cow,Pork,$220.36,10,$2203.60,
2025-06-30,Fine Cuts Mx,Ribs,$192.21,12,$2306.52,
2025-08-10,Fine Cuts Mx,Sausage,$138.28,5,$691.40,
2025-05-02,Happy Cow,Pork,$190.37,11,$2094.07,
2026-04-23,North Butcher,Pork,$122.03,16,$1952.48,
2025-12-26,Happy Cow,Sausage,$138.33,17,$2351.61,
2026-01-22,North Butcher,Pork,$147.96,5,$739.80,
2026-01-31,The Little Bull,Unknown,$72.78,7,$509.46,
2026-04-13,Happy Cow,Beef,$156.61,15,$2349.15,
2025-11-15,North Butcher,Pork,$177.75,12,$2133.00,
2026-02-04,The Little Bull,Skirt Steak,$77.57,19,$1473.83,
,The Little Bull,Chicken,$144.18,19,$2739.42,
2025-08-14,Happy Cow,Pork,$80.38,16,$1286.08,
2026-04-09,Super Meats,Ribs,$177.35,7,$1241.45,
2025-08-30,Fine Cuts Mx,Chicken,$153.44,9,$1380.96,
2025-12-22,Super Meats,Sausage,$121.78,18,$2192.04,
2026-03-22,The Little Bull,Pork,$152.61,9,$1373.49,
,The Little Bull,Beef,$96.97,6,$581.82,
2025-09-03,North Butcher,Sausage,$133.31,14,$1866.34,
2025-09-28,Super Meats,Sausage,$99.39,19,$1888.41,
2025-06-28,North Butcher,Beef,$99.73,16,$1595.68,
2025-10-25,Super Meats,Ribs,$206.71,18,$3720.78,
2025-09-09,The Little Bull,Pork,$79.80,12,$957.60,
2025-08-18,Super Meats,Beef,$282.25,11,$3104.75,
2026-02-04,North Butcher,Sausage,$155.62,13,$2023.06,
2026-02-22,Happy Cow,Pork,$152.28,19,$2893.32,
,Fine Cuts Mx,Beef,$191.29,17,$3251.93,
2026-03-14,The Little Bull,Beef,$122.47,6,$734.82,
2025-11-21,Super Meats,Skirt Steak,$253.88,16,$4062.08,
2025-09-07,Happy Cow,Pork,$175.43,8,$1403.44,
,Super Meats,Pork,$231.53,6,$1389.18,
2025-05-14,North Butcher,Sausage,$18.65,13,$242.45,
2025-08-18,Super Meats,Sausage,$123.93,1,$123.93,
2025-09-12,Super Meats,Pork,$96.83,19,$1839.77,
2025-09-04,Super Meats,Ribs,$114.29,7,$800.03,
2025-09-27,Super Meats,Beef,$193.97,13,$2521.61,
2026-02-05,Happy Cow,Beef,$96.13,8,$769.04,
2025-06-30,The Little Bull,Pork,$130.09,17,$2211.53,
,Fine Cuts Mx,Skirt Steak,$119.40,18,$2149.20,
2025-04-29,Fine Cuts Mx,Chicken,$134.27,11,$1476.97,
2025-09-07,Happy Cow,Skirt Steak,$140.09,3,$420.27,
2025-11-15,Super Meats,Sausage,$105.53,13,$1371.89,
2025-08-12,Super Meats,Beef,$218.91,13,$2845.83,
2026-02-25,Unknown,Beef,$64.59,19,$1227.21,
2025-05-01,Happy Cow,Ribs,$190.91,19,$3627.29,
2025-06-16,Fine Cuts Mx,Sausage,$130.83,8,$1046.64,
2025-04-27,Super Meats,Sausage,$129.83,13,$1687.79,
2026-01-25,Happy Cow,Skirt Steak,$113.75,7,$796.25,
2025-09-30,Super Meats,Chicken,$160.00,18,$2880.00,
2025-12-23,Fine Cuts Mx,Skirt Steak,$216.85,9,$1951.65,
2025-07-09,Fine Cuts Mx,Chicken,$209.13,15,$3136.95,
2026-01-25,The Little Bull,Skirt Steak,$265.18,18,$4773.24,
2025-09-23,Fine Cuts Mx,Skirt Steak,$76.03,4,$304.12,
2025-06-08,Fine Cuts Mx,Skirt Steak,$182.47,16,$2919.52,
2025-08-17,Super Meats,Skirt Steak,$131.80,11,$1449.80,
2025-09-13,The Little Bull,Ribs,$150.01,12,$1800.12,
2025-10-26,Super Meats,Pork,$207.53,9,$1867.77,
2026-04-20,Fine Cuts Mx,Pork,$129.24,14,$1809.36,
2025-08-17,North Butcher,Sausage,$141.41,12,$1696.92,
2025-06-06,Super Meats,Pork,$141.40,13,$1838.20,
2026-03-08,North Butcher,Skirt Steak,$109.27,3,$327.81,
2025-10-14,The Little Bull,Pork,$219.22,5,$1096.10,
2025-10-05,Super Meats,Skirt Steak,$108.34,16,$1733.44,
,Happy Cow,Ribs,$118.09,15,$1771.35,
2025-10-05,Happy Cow,Skirt Steak,$168.50,17,$2864.50,
2025-12-30,Super Meats,Sausage,$135.40,16,$2166.40,
2025-07-08,Happy Cow,Ribs,$127.30,13,$1654.90,
2025-10-23,Happy Cow,Beef,$121.75,18,$2191.50,
2025-06-12,Super Meats,Unknown,$171.16,17,$2909.72,
2026-02-25,North Butcher,Chicken,$109.91,33,$3627.03,
2025-08-10,The Little Bull,Unknown,$97.00,19,$1843.00,
2025-04-25,The Little Bull,Chicken,$210.15,8,$1681.20,
2025-08-18,The Little Bull,Ribs,$188.77,7,$1321.39,
2025-11-03,Happy Cow,Unknown,$192.28,4,$769.12,
2026-02-22,Super Meats,Skirt Steak,$207.56,13,$2698.28,
2025-11-12,The Little Bull,Ribs,$209.59,12,$2515.08,
2026-04-25,Unknown,Ribs,$145.81,10,$1458.10,
2025-08-26,Happy Cow,Skirt Steak,$154.56,17,$2627.52,
2025-08-01,Happy Cow,Skirt Steak,$240.33,3,$720.99,
2026-04-04,Fine Cuts Mx,Ribs,$173.65,17,$2952.05,
2025-06-27,The Little Bull,Skirt Steak,$196.87,18,$3543.66,
2025-06-08,The Little Bull,Pork,$203.26,8,$1626.08,
2026-01-28,Happy Cow,Sausage,$222.63,13,$2894.19,
2026-03-05,Super Meats,Pork,$98.87,17,$1680.79,
2025-10-25,Super Meats,Pork,$134.85,15,$2022.75,
2026-02-01,Fine Cuts Mx,Skirt Steak,$13.89,6,$83.34,
2025-12-24,The Little Bull,Chicken,$197.13,2,$394.26,
2025-08-27,Happy Cow,Pork,$72.33,3,$216.99,
,Super Meats,Pork,$237.29,17,$4033.93,
2025-11-19,Happy Cow,Pork,$210.99,17,$3586.83,
,Fine Cuts Mx,Unknown,$189.80,16,$3036.80,
2026-04-18,Fine Cuts Mx,Sausage,$146.67,2,$293.34,
2026-01-05,Fine Cuts Mx,Skirt Steak,$157.47,1,$157.47,
2026-02-22,Fine Cuts Mx,Pork,$135.58,4,$542.32,
2025-12-15,North Butcher,Skirt Steak,$221.44,10,$2214.40,
2025-05-21,Super Meats,Sausage,$76.29,6,$457.74,
2025-12-17,The Little Bull,Pork,$107.93,17,$1834.81,
2025-11-15,Happy Cow,Pork,$196.69,13,$2556.97,
2025-09-19,Fine Cuts Mx,Sausage,$158.31,2,$316.62,
2026-01-21,Fine Cuts Mx,Unknown,$166.10,8,$1328.80,
2025-12-21,Happy Cow,Skirt Steak,$164.42,14,$2301.88,
2026-03-18,Fine Cuts Mx,Skirt Steak,$121.87,10,$1218.70,
2026-03-22,Fine Cuts Mx,Chicken,$200.09,,$1200.54,
2025-04-28,North Butcher,Skirt Steak,$125.12,17,$2127.04,
2025-06-08,Super Meats,Chicken,$161.77,3,$485.31,
2026-01-21,Happy Cow,Beef,$83.71,11,$920.81,
2025-06-06,Super Meats,Chicken,$113.89,16,$1822.24,
2025-09-07,Happy Cow,Beef,$134.40,6,$806.40,
,Unknown,Beef,$164.43,18,$2959.74,
2025-05-08,Happy Cow,Beef,$109.76,19,$2085.44,
2025-12-28,Super Meats,Chicken,$154.25,16,$2468.00,
2026-04-05,The Little Bull,Ribs,$150.39,1,$150.39,
2026-02-15,The Little Bull,Sausage,$133.72,17,$2273.24,
2025-12-26,Happy Cow,Pork,$118.04,15,$1770.60,
2026-03-25,Fine Cuts Mx,Pork,$105.46,14,$1476.44,
2025-12-29,North Butcher,Beef,$105.36,17,$1791.12,
2025-05-14,Super Meats,Chicken,$175.68,9,$1581.12,
2025-08-27,Super Meats,Ribs,$107.18,18,$1929.24,
,North Butcher,Chicken,$154.88,13,$2013.44,
2026-01-22,The Little Bull,Chicken,$130.86,13,$1701.18,
2026-02-05,North Butcher,Sausage,$143.81,5,$719.05,
2026-03-12,The Little Bull,Chicken,$215.74,3,$647.22,
2025-12-21,Fine Cuts Mx,Beef,$121.72,2,$243.44,
2025-12-03,North Butcher,Pork,$185.97,18,$3347.46,
2026-03-31,Super Meats,Skirt Steak,$177.11,14,$2479.54,
2025-12-09,Unknown,Pork,$206.97,4,$827.88,
2026-02-04,Fine Cuts Mx,Sausage,$170.90,,$170.90,
2026-01-02,Super Meats,Skirt Steak,$198.94,16,$3183.04,
2025-11-28,The Little Bull,Chicken,$81.41,17,$1383.97,
2026-04-16,Super Meats,Sausage,$35.09,18,$631.62,
2025-09-02,Fine Cuts Mx,Chicken,$124.07,1,$124.07,
2026-01-10,North Butcher,Pork,$114.91,9,$1034.19,
2025-07-28,Happy Cow,Ribs,$138.14,1,$138.14,
2026-01-16,The Little Bull,Ribs,$149.65,9,$1346.85,
2025-08-05,Fine Cuts Mx,Ribs,$139.22,18,$2505.96,
2025-12-17,Happy Cow,Beef,$165.98,10,$1659.80,
2025-09-01,Fine Cuts Mx,Pork,$232.68,16,$3722.88,
2025-10-03,Super Meats,Ribs,$160.43,4,$641.72,
2025-06-25,Happy Cow,Chicken,$142.02,15,$2130.30,
2026-04-05,Super Meats,Ribs,$137.98,5,$689.90,
2025-07-11,The Little Bull,Sausage,$66.51,14,$931.14,
2025-09-25,Super Meats,Pork,$40.19,10,$401.90,
2025-05-22,North Butcher,Sausage,$141.89,12,$1702.68,
2025-12-02,North Butcher,Chicken,$207.56,3,$622.68,
2025-04-30,Happy Cow,Sausage,$139.05,7,$973.35,
2025-11-29,Fine Cuts Mx,Chicken,$131.52,16,$2104.32,
2025-06-29,North Butcher,Pork,$147.92,7,$1035.44,
2025-06-19,The Little Bull,Chicken,$179.30,11,$1972.30,
2025-11-15,The Little Bull,Unknown,$113.16,1,$113.16,
2026-03-17,Fine Cuts Mx,Pork,$105.79,12,$1269.48,
2025-10-11,Super Meats,Ribs,$20.58,14,$288.12,
2025-10-05,Fine Cuts Mx,Ribs,$133.18,15,$1997.70,
2026-02-25,Happy Cow,Beef,$170.86,14,$2392.04,
2025-07-07,North Butcher,Sausage,$118.33,2,$236.66,
,Fine Cuts Mx,Chicken,$170.11,14,$2381.54,
2025-09-03,The Little Bull,Ribs,$141.22,18,$2541.96,
2026-02-07,Super Meats,Ribs,$67.72,7,$474.04,
2025-11-24,Fine Cuts Mx,Ribs,$225.28,11,$2478.08,
2025-07-16,North Butcher,Ribs,$92.16,3,$276.48,
2025-09-07,Fine Cuts Mx,Pork,$196.19,5,$980.95,
2025-11-25,Super Meats,Chicken,$157.76,8,$1262.08,
2025-10-23,Happy Cow,Chicken,$58.28,8,$466.24,
2025-05-07,Unknown,Chicken,$95.67,10,$956.70,
2025-12-19,The Little Bull,Ribs,$105.19,14,$1472.66,
2026-03-12,Super Meats,Pork,$156.46,19,$2972.74,
2025-08-05,The Little Bull,Ribs,$141.18,10,$1411.80,
2026-03-03,Super Meats,Sausage,$167.38,5,$836.90,
2025-09-02,Super Meats,Ribs,$154.33,10,$1543.30,
2026-03-11,Happy Cow,Chicken,$205.81,12,$2469.72,
2026-03-04,Super Meats,Beef,$225.40,11,$2479.40,
2025-10-04,Super Meats,Sausage,$120.44,4,$481.76,
2025-08-08,Super Meats,Ribs,$188.16,14,$2634.24,
2025-12-19,Fine Cuts Mx,Beef,$132.42,7,$926.94,
2025-12-01,Super Meats,Beef,$164.77,9,$1482.93,
2026-02-26,North Butcher,Skirt Steak,$148.51,12,$1782.12,
2025-05-01,Super Meats,Chicken,$122.69,6,$736.14,
2026-04-12,Super Meats,Skirt Steak,$106.83,8,$854.64,
2025-11-26,Happy Cow,Chicken,$148.44,7,$1039.08,
2026-01-29,The Little Bull,Unknown,$181.67,10,$1816.70,
2025-06-29,Happy Cow,Ribs,$146.05,2,$292.10,
2025-11-17,Super Meats,Sausage,$121.04,2,$242.08,
2025-09-07,North Butcher,Skirt Steak,$214.51,8,$1716.08,
2025-05-08,The Little Bull,Beef,$85.48,10,$854.80,
2025-06-10,The Little Bull,Chicken,$159.30,1,$159.30,
2026-03-11,Super Meats,Sausage,$203.03,4,$812.12,
2025-05-21,The Little Bull,Skirt Steak,$104.11,16,$1665.76,
2025-11-24,North Butcher,Unknown,$117.72,8,$941.76,
2025-06-16,The Little Bull,Ribs,$96.82,8,$774.56,
2026-01-30,Fine Cuts Mx,Ribs,$115.28,12,$1383.36,
2025-12-02,North Butcher,Sausage,$206.56,12,$2478.72,
2026-03-21,Fine Cuts Mx,Beef,$155.15,,$1861.80,
2025-09-11,Happy Cow,Skirt Steak,$124.94,5,$624.70,
2026-03-04,North Butcher,Beef,$221.33,13,$2877.29,
2026-04-08,The Little Bull,Pork,$145.84,7,$1020.88,
2025-11-19,North Butcher,Skirt Steak,$210.59,15,$3158.85,
2025-10-12,North Butcher,Beef,$73.12,5,$365.60,
2025-09-25,The Little Bull,Beef,$142.75,13,$1855.75,
2025-05-16,Fine Cuts Mx,Sausage,$130.58,16,$2089.28,
2025-07-26,Fine Cuts Mx,Sausage,$147.06,5,$735.30,
2026-01-05,The Little Bull,Sausage,$124.75,9,$1122.75,
2025-12-31,The Little Bull,Beef,$206.98,5,$1034.90,
2025-06-02,Super Meats,Chicken,$130.63,7,$914.41,
2025-11-23,Fine Cuts Mx,Beef,$177.93,4,$711.72,
2025-05-31,Happy Cow,Skirt Steak,$141.29,9,$1271.61,
2025-05-27,The Little Bull,Skirt Steak,$179.77,6,$1078.62,
2025-11-04,Happy Cow,Ribs,$120.51,19,$2289.69,
2026-02-27,Happy Cow,Beef,$99.71,2,$199.42,
2026-04-10,North Butcher,Pork,$64.53,18,$1161.54,
2025-08-10,The Little Bull,Ribs,$85.71,14,$1199.94,
2025-12-06,Super Meats,Sausage,$193.69,,$2517.97,
2025-10-18,Super Meats,Sausage,$105.88,17,$1799.96,
2026-03-26,Happy Cow,Chicken,$78.82,3,$236.46,
2026-01-16,The Little Bull,Pork,$181.81,2,$363.62,
,Happy Cow,Pork,$68.82,15,$1032.30,
2025-07-07,Happy Cow,Ribs,$153.33,17,$2606.61,
2025-05-06,North Butcher,Beef,$14.34,15,$215.10,
2025-12-17,The Little Bull,Skirt Steak,$142.47,4,$569.88,
2026-04-16,North Butcher,Chicken,$166.12,18,$2990.16,
2026-02-08,Happy Cow,Beef,$154.31,4,$617.24,
2025-12-06,North Butcher,Skirt Steak,$112.65,15,$1689.75,
2025-06-23,North Butcher,Sausage,$153.57,5,$767.85,
2026-03-09,Super Meats,Ribs,$22.53,18,$405.54,
2025-06-02,North Butcher,Sausage,$116.44,10,$1164.40,
2025-12-24,The Little Bull,Chicken,$68.47,19,$1300.93,
2026-03-14,Super Meats,Chicken,$133.46,17,$2268.82,
2025-12-10,Fine Cuts Mx,Chicken,$167.97,4,$671.88,
2025-10-24,Super Meats,Pork,$211.66,11,$2328.26,
2025-06-20,Super Meats,Skirt Steak,$248.67,10,$2486.70,
2025-10-28,Fine Cuts Mx,Chicken,$146.70,16,$2347.20,
,Fine Cuts Mx,Chicken,$224.79,6,$1348.74,
2026-02-23,Super Meats,Chicken,$162.18,6,$973.08,
2025-07-14,The Little Bull,Pork,$95.49,1,$95.49,
,Fine Cuts Mx,Beef,$110.31,3,$330.93,
2025-05-09,Super Meats,Skirt Steak,$157.47,13,$2047.11,
2026-03-02,The Little Bull,Skirt Steak,$123.10,13,$1600.30,
2025-10-21,The Little Bull,Beef,$179.46,7,$1256.22,
2026-01-08,Unknown,Pork,$242.83,,$4128.11,
2025-10-07,The Little Bull,Sausage,$125.91,7,$881.37,
2025-09-12,Happy Cow,Pork,$149.72,9,$1347.48,
2025-10-18,The Little Bull,Chicken,$208.93,5,$1044.65,
2025-10-22,Super Meats,Sausage,$71.46,11,$786.06,
2025-06-20,Happy Cow,Sausage,$146.88,3,$440.64,
2026-02-17,North Butcher,Skirt Steak,$141.12,12,$1693.44,
2025-07-19,The Little Bull,Sausage,$109.14,7,$763.98,
,Super Meats,Skirt Steak,$188.79,14,$2643.06,
2026-02-11,Happy Cow,Sausage,$192.85,18,$3471.30,
2025-05-07,Happy Cow,Unknown,$167.75,2,$335.50,
2026-04-22,Happy Cow,Pork,$36.94,9,$332.46,
2025-08-24,North Butcher,Sausage,$104.89,3,$314.67,
2026-01-21,Fine Cuts Mx,Beef,$194.03,12,$2328.36,
2026-03-15,Super Meats,Ribs,$174.80,16,$2796.80,
2025-08-25,Happy Cow,Beef,$143.39,1,$143.39,
2025-10-07,Fine Cuts Mx,Sausage,$123.81,10,$1238.10,
2025-12-07,Super Meats,Skirt Steak,$83.95,12,$1007.40,
2025-11-17,North Butcher,Beef,$43.82,9,$394.38,
2025-07-06,Happy Cow,Skirt Steak,$163.11,6,$978.66,
2025-09-21,Super Meats,Chicken,$119.50,19,$2270.50,
,The Little Bull,Chicken,$75.80,10,$758.00,
2026-03-20,Fine Cuts Mx,Pork,$139.58,16,$2233.28,
2026-02-14,North Butcher,Chicken,$100.37,19,$1907.03,
2025-08-30,Happy Cow,Ribs,$196.70,13,$2557.10,
2025-07-28,North Butcher,Ribs,$118.50,8,$948.00,
2025-06-04,Unknown,Chicken,$186.60,12,$2239.20,
2025-07-22,Super Meats,Ribs,$95.33,17,$1620.61,
2025-05-28,Happy Cow,Sausage,$174.91,13,$2273.83,
2025-11-29,Happy Cow,Skirt Steak,$202.33,15,$3034.95,
2026-02-11,Fine Cuts Mx,Pork,$188.01,12,$2256.12,
2025-12-18,The Little Bull,Sausage,$204.20,10,$2042.00,
2025-09-17,Fine Cuts Mx,Pork,$156.53,7,$1095.71,
2026-02-13,Fine Cuts Mx,Skirt Steak,$64.57,82,$5294.74,
2025-08-08,The Little Bull,Beef,$59.57,6,$357.42,
2026-03-16,The Little Bull,Pork,$127.46,2,$254.92,
2025-11-20,Happy Cow,Pork,$170.21,14,$2382.94,
2025-06-06,Fine Cuts Mx,Sausage,$185.79,15,$2786.85,
2026-02-14,North Butcher,Skirt Steak,$242.95,18,$4373.10,
2025-08-29,Happy Cow,Ribs,$199.11,6,$1194.66,
2026-03-15,Unknown,Beef,$55.18,15,$827.70,
2025-08-09,Fine Cuts Mx,Skirt Steak,$149.62,18,$2693.16,
2025-08-06,Super Meats,Skirt Steak,$132.27,2,$264.54,
2025-08-06,The Little Bull,Pork,$281.57,5,$1407.85,
2026-02-25,Happy Cow,Chicken,$171.28,13,$2226.64,
,Fine Cuts Mx,Chicken,$205.40,10,$2054.00,
2025-07-04,The Little Bull,Skirt Steak,$208.44,15,$3126.60,
2025-12-16,Happy Cow,Sausage,$129.38,19,$2458.22,
2026-01-18,Super Meats,Ribs,$80.14,4,$320.56,
2025-10-23,The Little Bull,Sausage,$188.17,6,$1129.02,
2025-07-23,Happy Cow,Ribs,$175.57,11,$1931.27,
2025-06-28,Fine Cuts Mx,Chicken,$298.16,7,$2087.12,
2026-01-17,Happy Cow,Ribs,$203.78,3,$611.34,
2025-06-14,Super Meats,Sausage,$157.07,10,$1570.70,
2025-12-06,Happy Cow,Skirt Steak,$116.78,6,$700.68,
2026-01-03,North Butcher,Skirt Steak,$163.10,17,$2772.70,
2025-05-15,North Butcher,Beef,$52.52,3,$157.56,
,North Butcher,Beef,$206.24,6,$1237.44,
2025-08-02,The Little Bull,Chicken,$213.27,5,$1066.35,
2025-07-14,Happy Cow,Beef,$155.12,15,$2326.80,
2026-01-16,Happy Cow,Beef,$125.86,11,$1384.46,
2026-02-10,Happy Cow,Skirt Steak,$122.35,6,$734.10,
2025-05-09,Unknown,Pork,$184.79,8,$1478.32,
2026-02-14,North Butcher,Skirt Steak,$90.13,8,$721.04,
2025-12-13,Super Meats,Sausage,$109.53,16,$1752.48,
2026-01-02,The Little Bull,Beef,$191.46,4,$765.84,
2026-03-01,North Butcher,Skirt Steak,$196.14,7,$1372.98,
2025-11-06,Super Meats,Sausage,$213.38,1,$213.38,
2025-06-14,Super Meats,Pork,$209.43,5,$1047.15,
2025-10-25,Unknown,Skirt Steak,$242.47,9,$2182.23,
2025-05-27,The Little Bull,Chicken,$192.50,1,$192.50,
2025-12-01,North Butcher,Beef,$170.88,3,$512.64,
2025-11-15,Super Meats,Chicken,$203.37,5,$1016.85,
2025-12-05,Fine Cuts Mx,Pork,$181.55,11,$1997.05,
2025-11-13,The Little Bull,Beef,$118.33,13,$1538.29,
2025-10-16,Fine Cuts Mx,Sausage,$171.03,4,$684.12,
2026-01-22,The Little Bull,Skirt Steak,$121.10,17,$2058.70,
2026-01-05,Happy Cow,Ribs,$56.05,1,$56.05,
2025-08-21,Happy Cow,Pork,$196.55,11,$2162.05,
2026-04-20,North Butcher,Ribs,$142.07,12,$1704.84,
2026-02-23,North Butcher,Beef,$212.62,5,$1063.10,
2026-01-12,The Little Bull,Sausage,$83.74,18,$1507.32,
2026-01-20,The Little Bull,Skirt Steak,$177.20,13,$2303.60,
2026-02-02,The Little Bull,Beef,$121.33,16,$1941.28,
2025-12-24,North Butcher,Ribs,$136.18,19,$2587.42,
2026-01-16,Happy Cow,Beef,$125.61,9,$1130.49,
2025-09-15,The Little Bull,Sausage,$203.72,4,$814.88,
2025-05-22,Fine Cuts Mx,Skirt Steak,$198.63,19,$3773.97,
2025-12-15,North Butcher,Skirt Steak,$144.47,,$8668.20,
2025-12-26,Happy Cow,Chicken,$247.23,7,$1730.61,
2025-08-07,Super Meats,Sausage,$132.73,2,$265.46,
2025-05-30,Fine Cuts Mx,Unknown,$139.06,12,$1668.72,
2025-08-14,North Butcher,Ribs,$188.31,12,$2259.72,
2026-02-14,Fine Cuts Mx,Skirt Steak,$156.61,,$1409.49,
2025-12-13,Super Meats,Ribs,$144.26,18,$2596.68,
2025-12-11,North Butcher,Chicken,$219.66,15,$3294.90,
2025-11-01,Fine Cuts Mx,Beef,$191.97,15,$2879.55,
2025-06-25,Happy Cow,Skirt Steak,$163.91,16,$2622.56,
2026-02-15,Happy Cow,Ribs,$134.75,18,$2425.50,
2026-04-11,The Little Bull,Beef,$189.59,6,$1137.54,
2026-04-07,Fine Cuts Mx,Unknown,$121.47,1,$121.47,
2026-01-02,Super Meats,Chicken,$222.61,5,$1113.05,
2026-01-11,Super Meats,Sausage,$150.71,1,$150.71,
2025-06-04,The Little Bull,Ribs,$120.78,14,$1690.92,
2025-08-11,Happy Cow,Ribs,$170.22,12,$2042.64,
2025-09-26,North Butcher,Skirt Steak,$104.39,13,$1357.07,
2026-03-05,Fine Cuts Mx,Beef,$201.08,11,$2211.88,
2025-10-13,North Butcher,Sausage,$195.95,7,$1371.65,
2025-10-07,Happy Cow,Beef,$198.22,6,$1189.32,
2025-08-18,Fine Cuts Mx,Skirt Steak,$168.13,10,$1681.30,
2026-01-03,Super Meats,Skirt Steak,$166.78,18,$3002.04,
2025-12-22,The Little Bull,Pork,$139.73,14,$1956.22,
2025-10-13,Unknown,Ribs,$49.24,8,$393.92,
2025-08-25,Fine Cuts Mx,Sausage,$117.23,19,$2227.37,
2025-10-30,The Little Bull,Chicken,$222.10,8,$1776.80,
2025-11-18,The Little Bull,Chicken,$232.74,19,$4422.06,
2025-10-21,Super Meats,Ribs,$120.67,16,$1930.72,
2025-08-16,The Little Bull,Beef,$116.64,5,$583.20,
2025-07-28,Super Meats,Pork,$113.35,15,$1700.25,
2025-11-27,Happy Cow,Ribs,$116.04,18,$2088.72,
2025-10-25,North Butcher,Beef,$4.29,13,$55.77,
2025-07-17,Fine Cuts Mx,Chicken,$288.44,17,$4903.48,
2025-08-14,Happy Cow,Ribs,$80.36,6,$482.16,
2025-09-12,The Little Bull,Pork,$148.27,7,$1037.89,
2026-01-27,Fine Cuts Mx,Beef,$144.91,8,$1159.28,
2025-10-31,North Butcher,Beef,$196.69,9,$1770.21,
2025-11-06,Fine Cuts Mx,Sausage,$147.72,13,$1920.36,
,Fine Cuts Mx,Pork,$117.73,3,$353.19,
2025-10-30,North Butcher,Chicken,$182.62,3,$547.86,
2025-04-29,North Butcher,Chicken,$68.43,,$821.16,
2025-05-31,The Little Bull,Sausage,$196.56,18,$3538.08,
2026-02-28,Super Meats,Unknown,$186.60,5,$933.00,
